block,cohort,task,subject(s),subject_BoxA,subject_BoxB,date,time,mouseID
1198-none-231203-163300,cohort-1,group,Subject: 1198-none,1198,none,Date: 12/03/2023,Time: 4:33:07pm,1198
Raw data for _405A :,,,,,,,,
Time(sec),GCaMP,ISOS,TTL value,Bits,,,,
2.742681545,324.2347107,49.32627869,,,,,,
2.752511945,324.2518616,49.31726837,,,,,,
2.762342345,324.2716064,49.30875397,,,,,,
2.772172745,324.292511,49.30044174,,,,,,
2.782003144,324.3145752,49.29239273,55,0,,,,
2.791833544,324.3366394,49.28437042,,,,,,
2.801663944,324.3585205,49.27634048,,,,,,
2.811494344,324.3660889,49.26758575,,,,,,
2.821324744,324.3553467,49.256073,,,,,,
2.831155143,324.322998,49.24359894,56,3,,,,
2.840985543,324.2704468,49.23163605,,,,,,
2.850815943,324.2037659,49.22564697,,,,,,
2.860646343,324.1266479,49.22531891,,,,,,
2.870476743,324.0422363,49.2289238,,,,,,
2.880307142,323.953064,49.23516083,57,0,,,,
2.890137542,323.8608398,49.24311447,,,,,,
2.899967942,323.7668762,49.25206757,,,,,,
2.909798342,323.6716309,49.26160049,,,,,,
2.919628742,323.5758362,49.27145767,,,,,,
2.929459141,323.4800415,49.28149796,58,1,,,,
2.939289541,323.3842163,49.29164124,,,,,,
2.949119941,323.2884216,49.30178452,,,,,,
2.958950341,323.192627,49.31193542,,,,,,
2.968780741,323.0968628,49.32211685,,,,,,
2.97861114,323.0134583,49.33226776,59,0,,,,
2.98844154,322.9486389,49.33860779,,,,,,
2.99827194,322.9068298,49.34071732,,,,,,
3.00810234,322.8882446,49.34039307,,,,,,
3.01793274,322.889679,49.33863068,,,,,,
3.027763139,322.9095459,49.33607864,60,2,,,,
3.037593539,322.9472046,49.3330574,,,,,,
3.047423939,323.0019531,49.32989502,,,,,,
3.057254339,323.0732422,49.32640839,,,,,,
3.067084739,323.1604919,49.32285309,,,,,,
3.076915138,323.2632751,49.31923294,61,0,,,,
3.086745538,323.3815613,49.3155632,,,,,,
3.096575938,323.515625,49.31189346,,,,,,
3.106406338,323.6661072,49.30826187,,,,,,
3.116236738,323.8336792,49.30473328,,,,,,
3.126067137,324.0185242,49.30132294,,,,,,
3.135897537,324.2203674,49.29807663,62,1,,,,
3.145727937,324.4379578,49.29501343,,,,,,
3.155558337,324.6693115,49.29185867,,,,,,
3.165388737,324.9112549,49.28630066,,,,,,
3.175219136,325.160614,49.27843857,,,,,,
3.185049536,325.4144592,49.26915741,63,0,,,,
3.194879936,325.6712952,49.25908279,,,,,,
3.204710336,325.9292297,49.24850082,,,,,,
3.214540736,326.1886597,49.23777771,,,,,,
3.224371136,326.4439087,49.22677994,,,,,,
3.234201535,326.6700134,49.21569061,64,6,,,,
3.244031935,326.8539734,49.20454788,,,,,,
3.253862335,326.9966431,49.19511032,,,,,,
3.263692735,327.1065063,49.19272232,,,,,,
3.273523135,327.1916504,49.19589996,,,,,,
3.283353534,327.2590942,49.20303726,65,0,,,,
3.293183934,327.315155,49.21303558,,,,,,
3.303014334,327.3641052,49.22508621,,,,,,
3.312844734,327.4090271,49.23856735,,,,,,
3.322675134,327.4517212,49.25303268,,,,,,
3.332505533,327.492981,49.26811981,66,1,,,,
3.342335933,327.5385742,49.2836113,,,,,,
3.352166333,327.6153259,49.29928589,,,,,,
3.361996733,327.7320862,49.31519318,,,,,,
3.371827133,327.890564,49.33116913,,,,,,
3.381657532,328.0789185,49.34717178,67,0,,,,
3.391487932,328.2870483,49.3632431,,,,,,
3.401318332,328.5072632,49.37939072,,,,,,
3.411148732,328.734436,49.39560318,,,,,,
3.420979132,328.9655151,49.41191864,,,,,,
3.430809531,329.1973877,49.42729187,68,2,,,,
3.440639931,329.3945007,49.4352417,,,,,,
3.450470331,329.5099487,49.43606186,,,,,,
3.460300731,329.5409851,49.43102264,,,,,,
3.470131131,329.4949646,49.42101288,,,,,,
3.47996153,329.3763733,49.40672302,69,0,,,,
3.48979193,329.1881409,49.38875198,,,,,,
3.49962233,328.9334412,49.36766815,,,,,,
3.50945273,328.6170959,49.34414673,,,,,,
3.51928313,328.2460022,49.31882858,,,,,,
3.529113529,327.8298035,49.29230499,70,1,,,,
3.538943929,327.3796387,49.26504898,,,,,,
3.548774329,326.9064636,49.23732376,,,,,,
3.558604729,326.4187317,49.2093544,,,,,,
3.568435129,325.9225769,49.18105698,,,,,,
3.578265528,325.4223328,49.15264893,71,0,,,,
3.588095928,324.9287109,49.12412262,,,,,,
3.597926328,324.4880676,49.09559631,,,,,,
3.607756728,324.1196899,49.07285309,,,,,,
3.617587128,323.8192139,49.05799866,,,,,,
3.627417527,323.5821228,49.04951477,72,3,,,,
3.637247927,323.4038391,49.0463028,,,,,,
3.647078327,323.2788086,49.04755402,,,,,,
3.656908727,323.1998291,49.05246353,,,,,,
3.666739127,323.1581116,49.06021881,,,,,,
3.676569526,323.1438599,49.06995392,73,0,,,,
3.686399926,323.1477356,49.08097076,,,,,,
3.696230326,323.1627808,49.09289169,,,,,,
3.706060726,323.1843567,49.10535431,,,,,,
3.715891126,323.2095032,49.11817169,,,,,,
3.725721525,323.2349854,49.13125992,,,,,,
3.735551925,323.2191467,49.13871384,74,1,,,,
3.745382325,323.130188,49.13596725,,,,,,
3.755212725,322.9806519,49.12491989,,,,,,
3.765043125,322.7834167,49.10744095,,,,,,
3.774873525,322.5499573,49.08520126,,,,,,
3.784703924,322.2912598,49.05973434,75,0,,,,
3.794534324,322.0162964,49.03216171,,,,,,
3.804364724,321.7315063,49.00333023,,,,,,
3.814195124,321.4415283,48.97365189,,,,,,
3.824025524,321.1495667,48.94350052,,,,,,
3.833855923,320.8830261,48.91347885,76,2,,,,
3.843686323,320.6977844,48.89169693,,,,,,
3.853516723,320.5973206,48.88076401,,,,,,
3.863347123,320.5710754,48.87901306,,,,,,
3.873177523,320.6104126,48.88500214,,,,,,
3.883007922,320.7076416,48.89729309,77,0,,,,
3.892838322,320.8535156,48.91438675,,,,,,
3.902668722,321.0367126,48.93482208,,,,,,
3.912499122,321.2455444,48.95743561,,,,,,
3.922329522,321.4704285,48.98137665,,,,,,
3.932159921,321.7047729,49.00618744,78,1,,,,
3.941990321,321.9431763,49.03158188,,,,,,
3.951820721,322.1713257,49.05712509,,,,,,
3.961651121,322.3264465,49.07806396,,,,,,
3.971481521,322.3864441,49.08878326,,,,,,
3.98131192,322.3536682,49.09104538,79,0,,,,
3.99114232,322.2324524,49.08654022,,,,,,
4.00097272,322.0360107,49.07687759,,,,,,
4.01080312,321.7893066,49.06359863,,,,,,
4.02063352,321.5047302,49.04792404,,,,,,
4.030463919,321.1940002,49.03081894,80,4,,,,
4.040294319,320.8668518,49.01280975,,,,,,
4.050124719,320.5299988,48.99425125,,,,,,
4.059955119,320.188446,48.97555923,,,,,,
4.069785519,319.8572083,48.96401596,,,,,,
4.079615918,319.5926514,48.96462631,81,0,,,,
4.089446318,319.4220581,48.97564316,,,,,,
4.099276718,319.3447571,48.99544907,,,,,,
4.109107118,319.3573303,49.02246094,,,,,,
4.118937518,319.4558105,49.05505753,,,,,,
4.128767917,319.6206055,49.09157562,82,1,,,,
4.138598317,319.8384094,49.1306572,,,,,,
4.148428717,320.0979919,49.17132568,,,,,,
4.158259117,320.3871155,49.21292496,,,,,,
4.168089517,320.6951904,49.25504303,,,,,,
4.177919916,321.01474,49.29732132,83,0,,,,
4.187750316,321.3400879,49.33228302,,,,,,
4.197580716,321.6601257,49.35550308,,,,,,
4.207411116,321.9214783,49.36798096,,,,,,
4.217241516,322.0870056,49.37041473,,,,,,
4.227071915,322.1558838,49.36317825,84,2,,,,
4.236902315,322.1315613,49.34660339,,,,,,
4.246732715,322.0095825,49.32102203,,,,,,
4.256563115,321.7909851,49.28693008,,,,,,
4.266393515,321.4827271,49.245121,,,,,,
4.276223914,321.0960693,49.19675446,,,,,,
4.286054314,320.6696472,49.14326096,85,0,,,,
4.295884714,320.2185364,49.0861702,,,,,,
4.305715114,319.7510681,49.02676392,,,,,,
4.315545514,319.2742004,48.9660759,,,,,,
4.325375913,318.7941589,48.9048233,,,,,,
4.335206313,318.338562,48.84410095,86,1,,,,
4.345036713,317.9677734,48.79504776,,,,,,
4.354867113,317.7005005,48.76335907,,,,,,
4.364697513,317.5593872,48.74952698,,,,,,
4.374527913,317.5480042,48.75249863,,,,,,
4.384358312,317.6612854,48.77143097,87,0,,,,
4.394188712,317.8882141,48.80571747,,,,,,
4.404019112,318.2191772,48.85448837,,,,,,
4.413849512,318.646637,48.91638184,,,,,,
4.423679912,319.1622009,48.98934937,,,,,,
4.433510311,319.7530212,49.07069397,88,3,,,,
4.443340711,320.3694458,49.15778351,,,,,,
4.453171111,320.9799805,49.24845505,,,,,,
4.463001511,321.5472717,49.34104919,,,,,,
4.472831911,322.0611877,49.43396378,,,,,,
4.48266231,322.4917908,49.51819992,89,0,,,,
4.49249271,322.8232422,49.58535767,,,,,,
4.50232311,323.0492554,49.63375092,,,,,,
4.51215351,323.1400146,49.66306305,,,,,,
4.52198391,323.0838928,49.67329788,,,,,,
4.531814309,322.8885803,49.66392136,90,1,,,,
4.541644709,322.5664063,49.63479233,,,,,,
4.551475109,322.1270447,49.58806992,,,,,,
4.561305509,321.5888672,49.53173447,,,,,,
4.571135909,320.9785156,49.4679184,,,,,,
4.580966308,320.3326721,49.39842606,91,0,,,,
4.590796708,319.6807861,49.32511139,,,,,,
4.600627108,319.0459595,49.24953461,,,,,,
4.610457508,318.4512024,49.17272186,,,,,,
4.620287908,317.90979,49.09560394,,,,,,
4.630118307,317.4522095,49.02560425,92,2,,,,
4.639948707,317.0819702,48.97093201,,,,,,
4.649779107,316.7986145,48.92991257,,,,,,
4.659609507,316.5996399,48.90104294,,,,,,
4.669439907,316.4802246,48.88322449,,,,,,
4.679270306,316.4332886,48.87535858,93,0,,,,
4.689100706,316.4491577,48.87630081,,,,,,
4.698931106,316.5153809,48.88461685,,,,,,
4.708761506,316.6184998,48.89868164,,,,,,
4.718591906,316.7459106,48.91684723,,,,,,
4.728422305,316.8882751,48.9377327,94,1,,,,
4.738252705,317.0391235,48.96021271,,,,,,
4.748083105,317.1945801,48.98369217,,,,,,
4.757913505,317.3483582,49.00770187,,,,,,
4.767743905,317.466095,49.03186798,,,,,,
4.777574304,317.5286865,49.05603027,95,0,,,,
4.787404704,317.5409241,49.07780457,,,,,,
4.797235104,317.5130615,49.09169769,,,,,,
4.807065504,317.453949,49.09934998,,,,,,
4.816895904,317.370575,49.10229492,,,,,,
4.826726303,317.2686157,49.1015625,,,,,,
4.836556703,317.1519775,49.09788513,96,5,,,,
4.846387103,317.0235901,49.09173203,,,,,,
4.856217503,316.885376,49.08350754,,,,,,
4.866047903,316.7388611,49.07353592,,,,,,
4.875878302,316.5857239,49.0621109,,,,,,
4.885708702,316.4279785,49.04954147,97,0,,,,
4.895539102,316.2672119,49.03605652,,,,,,
4.905369502,316.1051941,49.02192688,,,,,,
4.915199902,315.9415588,49.00731659,,,,,,
4.925030301,315.7776184,48.99245071,,,,,,
4.934860701,315.6165466,48.97742081,98,1,,,,
4.944691101,315.4964905,48.96241379,,,,,,
4.954521501,315.4465332,48.94746017,,,,,,
4.964351901,315.4659729,48.93257523,,,,,,
4.974182301,315.5523987,48.91833496,,,,,,
4.9840127,315.7046204,48.91100311,99,0,,,,
4.9938431,315.921875,48.911026,,,,,,
5.0036735,316.2026367,48.91705704,,,,,,
5.0135039,316.5440674,48.92822266,,,,,,
5.0233343,316.9414673,48.94385147,,,,,,
5.033164699,317.3882751,48.96327209,100,2,,,,
5.042995099,317.8756104,48.98586273,,,,,,
5.052825499,318.393219,49.01089859,,,,,,
5.062655899,318.9310608,49.03766632,,,,,,
5.072486299,319.4815674,49.06549072,,,,,,
5.082316698,320.0393982,49.09399414,101,0,,,,
5.092147098,320.6010132,49.12285614,,,,,,
5.101977498,321.1562805,49.15194321,,,,,,
5.111807898,321.6523438,49.18108368,,,,,,
5.121638298,322.0758972,49.21012878,,,,,,
5.131468697,322.4299927,49.23495865,102,1,,,,
5.141299097,322.7175903,49.25114059,,,,,,
5.151129497,322.9416504,49.26037598,,,,,,
5.160959897,323.1060486,49.26393127,,,,,,
5.170790297,323.2157288,49.26284027,,,,,,
5.180620696,323.2770996,49.25798416,103,0,,,,
5.190451096,323.2980957,49.25022507,,,,,,
5.200281496,323.2878113,49.24039459,,,,,,
5.210111896,323.2554321,49.22928619,,,,,,
5.219942296,323.2087402,49.21741104,,,,,,
5.229772695,323.1533813,49.20507431,104,3,,,,
5.239603095,323.0931702,49.19262314,,,,,,
5.249433495,323.0302734,49.17999649,,,,,,
5.259263895,322.9663391,49.16752243,,,,,,
5.269094295,322.9275513,49.16167831,,,,,,
5.278924694,322.9472961,49.16532516,105,0,,,,
5.288755094,323.0152588,49.17668915,,,,,,
5.298585494,323.1212158,49.19420242,,,,,,
5.308415894,323.2560425,49.21642303,,,,,,
5.318246294,323.4113159,49.24200821,,,,,,
5.328076693,323.579895,49.26982117,106,1,,,,
5.337907093,323.7565613,49.29899216,,,,,,
5.347737493,323.9379578,49.32892227,,,,,,
5.357567893,324.1220703,49.35927963,,,,,,
5.367398293,324.3068848,49.38974762,,,,,,
5.377228692,324.4819641,49.42026138,107,0,,,,
5.387059092,324.5983887,49.44360733,,,,,,
5.396889492,324.6526794,49.45596313,,,,,,
5.406719892,324.649292,49.45856857,,,,,,
5.416550292,324.5915222,49.45244217,,,,,,
